%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
368874500000,947,368874500000,fcu,7.79412412643,-11.3895664215,0.968084394932,-0.00110300884401,-0.00880371025289,0.700461911091,-0.713634632825
369116500000,948,369114500000,fcu,7.91793870926,-11.5304260254,0.965860426426,0.000739501190427,-0.00553063415014,0.699731139714,-0.714384488451
369354500000,949,369354500000,fcu,8.03748607635,-11.66447258,0.966990828514,0.00148389334981,-0.00474291400757,0.698986846086,-0.715117257397
369595500000,950,369594500000,fcu,8.16488647461,-11.8079929352,0.965174257755,-0.000441860980668,-0.0105838789076,0.698209088051,-0.715815517874
369835500000,951,369835500000,fcu,8.30025196075,-11.9579572678,0.968074977398,-0.00106336616005,-0.0100908226114,0.697431982606,-0.716579147191
370074500000,952,370074500000,fcu,8.42939186096,-12.0986156464,0.965518712997,0.00065525351914,-0.00572637124775,0.696643385645,-0.717394433037
370314500000,953,370315500000,fcu,8.55266475677,-12.2289028168,0.969018161297,0.00146211086593,-0.00439231523964,0.695831003415,-0.718190632412
370555500000,954,370554500000,fcu,8.68327903748,-12.3693361282,0.967430472374,-0.000242093676409,-0.0110715846873,0.69498038987,-0.718943404656
370794500000,955,370794500000,fcu,8.82131576538,-12.5192890167,0.966239869595,-0.00146171888895,-0.0107620118199,0.694131089258,-0.719766679838
371034500000,956,371034500000,fcu,8.85350990295,-12.6655893326,0.972410798073,0.000602704037285,-0.00539903783095,0.693237773778,-0.720688473715
371275500000,957,371274500000,fcu,8.87373542786,-12.8490400314,0.969303190708,0.00626306609553,-0.0208534551777,0.689011534699,-0.724423227445
371514500000,958,371514500000,fcu,8.97527694702,-13.019317627,0.965965509415,0.0579248919322,-0.054966272976,0.681414037934,-0.727528916701
371754500000,959,371754500000,fcu,9.11345005035,-13.1730709076,0.967045903206,0.0476050330111,-0.0292176700111,0.677206448115,-0.733669895268
371994500000,960,371994500000,fcu,9.27388954163,-13.3162527084,0.965297579765,0.0267052888425,-0.0169003512085,0.673420593061,-0.73858371937
372235500000,961,372234500000,fcu,9.4268655777,-13.4399785995,0.968384802341,0.0139556290708,-0.0119471906929,0.669261634454,-0.742799683427
372474500000,962,372474500000,fcu,9.59602165222,-13.5630130768,0.971512973309,0.00945494805704,-0.0121780384133,0.664957125468,-0.746722385246
372718500000,963,372715500000,fcu,9.77837562561,-13.6890764236,0.967411220074,0.0042690248878,-0.0114847983978,0.660645670179,-0.750597877233
372954500000,964,372954500000,fcu,9.96836948395,-13.8185157776,0.968156337738,0.000900542774737,-0.00609664411703,0.656299454315,-0.754475345004
373195500000,965,373194500000,fcu,10.1318922043,-13.9303207397,0.971587002277,6.2529831803e-05,-0.00198106806073,0.651898264843,-0.758303846591
373435500000,966,373434500000,fcu,10.2985343933,-14.0440273285,0.975031137466,0.000234529747772,-0.00541831258411,0.647518822488,-0.762030157808
373674500000,967,373674500000,fcu,10.4725236893,-14.1662960052,0.97266036272,-0.00318589499568,-0.0104791320247,0.643128116703,-0.765680261839
373915500000,968,373915500000,fcu,10.6498613358,-14.2951040268,0.969632863998,-0.00396524114403,-0.00710041906451,0.638777101079,-0.769348864982
374155500000,969,374154500000,fcu,10.8069162369,-14.4097251892,0.970649659634,-0.00122571602497,-0.00336352500072,0.634415703847,-0.772983763757
374394500000,970,374395500000,fcu,10.9619598389,-14.5255203247,0.968591213226,0.000167333190009,-0.00574486210214,0.630062259812,-0.77652335272
374635500000,971,374635500000,fcu,11.1258192062,-14.6518754959,0.966385543346,-0.00249391418275,-0.0118140555426,0.625690509332,-0.779977945211
374874500000,972,374874500000,fcu,11.2949609756,-14.785279274,0.965533554554,-0.00273558017626,-0.00887839663134,0.621376408778,-0.783457113879
375114500000,973,375114500000,fcu,11.4436922073,-14.910326004,0.965121507645,-0.00703382958526,-0.000879917456537,0.617072720366,-0.786874201361
375355500000,974,375354500000,fcu,11.5780525208,-15.034529686,0.967997968197,-0.00787642892922,0.0010556724383,0.612768830209,-0.790222252374
375595500000,975,375594500000,fcu,11.7156658173,-15.1713294983,0.973703801632,-0.00972288283764,-0.00699644292405,0.608391673867,-0.793546524474
375835500000,976,375834500000,fcu,11.852139473,-15.3191022873,0.973997414112,-0.00982913157332,-0.00587911046377,0.604108911382,-0.796819457231
376074500000,977,376074500000,fcu,11.9765119553,-15.4635038376,0.972862064838,-0.00648376955282,-0.00155024663219,0.599873401233,-0.800067159657
376316500000,978,376313500000,fcu,12.0883207321,-15.6026382446,0.970302343369,-0.00679124553978,-0.00304616276445,0.595605834372,-0.803242360648
376555500000,979,376554500000,fcu,12.2005634308,-15.7501182556,0.972057402134,-0.00669183983469,-0.00663055409916,0.591360578225,-0.806352231691
376794500000,980,376795500000,fcu,12.3132610321,-15.9102640152,0.970087528229,-0.00712102634119,-0.00617064491277,0.587169055698,-0.809409484844
377035500000,981,377034500000,fcu,12.4187994003,-16.0659351349,0.972233474255,-0.00289657192381,-0.00117806043411,0.583020365362,-0.812451522011
377274500000,982,377274500000,fcu,12.5155744553,-16.2040309906,0.974062919617,0.000997637129428,-0.000542286065098,0.578883827344,-0.815409237797
377515500000,983,377515500000,fcu,12.6218519211,-16.3471126556,0.970540821552,0.0038784476504,-0.0119788131403,0.574783111567,-0.818208922181
377755500000,984,377755500000,fcu,12.7316455841,-16.5011672974,0.968940734863,-0.00617428325642,-0.00948255839295,0.57080434965,-0.821008132562
377995500000,985,377994500000,fcu,12.8360776901,-16.6544303894,0.967704176903,-0.00400756939037,9.47779056623e-05,0.566808421614,-0.823839877399
378234500000,986,378234500000,fcu,12.9284009933,-16.7859554291,0.967286646366,0.00189595501255,0.00124116140141,0.562782546642,-0.826601881239
378474500000,987,378474500000,fcu,13.0318632126,-16.9219112396,0.972932696342,0.00494428486874,-0.010935950052,0.558815826182,-0.829204939356
378715500000,988,378714500000,fcu,13.1406879425,-17.0679225922,0.970258116722,-0.00387188930848,-0.011941924088,0.554930980071,-0.831801662826
378954500000,989,378954500000,fcu,13.2485723495,-17.2192249298,0.970673441887,-0.00461601407814,-0.000737737914692,0.551051723279,-0.834457995604
379195500000,990,379195500000,fcu,13.3436059952,-17.3510036469,0.975692331791,-0.0014438028884,-0.00407385797969,0.547094950231,-0.837059397263
379435500000,991,379435500000,fcu,13.4435892105,-17.4868068695,0.97648537159,0.000985946938595,-0.00787146368695,0.54318239675,-0.839577245898
379674500000,992,379674500000,fcu,13.5472259521,-17.6360397339,0.976154267788,-0.00777205878929,-0.0105388397102,0.539320263549,-0.841998920003
379915500000,993,379914500000,fcu,13.6391658783,-17.7809734344,0.977069020271,-0.00419405455417,0.0100862085044,0.535604701249,-0.844398177582
380154500000,994,380154500000,fcu,13.6978693008,-17.8686256409,0.976485729218,0.0217745359088,0.0397859217052,0.531654073842,-0.845746354286
380395500000,995,380395500000,fcu,13.7461938858,-17.9294567108,0.978061974049,0.0204321887565,0.0257737089973,0.528418231629,-0.848346871315
